"(0, '0.150*""github"" + 0.149*""list"" + 0.078*""standard"" + 0.063*""oauth"" + 0.055*""issue"" + 0.046*""monitoring"" + 0.043*""compute"" + 0.030*""around"" + 0.029*""ide"" + 0.022*""tool"" + 0.020*""possible"" + 0.019*""interest"" + 0.019*""session"" + 0.019*""erlang"" + 0.019*""library"" + 0.017*""replace"" + 0.016*""big"" + 0.016*""ionic"" + 0.014*""hub"" + 0.013*""conversion""')"
"(1, '0.373*""plugin"" + 0.186*""jquery"" + 0.089*""allows"" + 0.040*""clojure"" + 0.031*""screen"" + 0.026*""upload"" + 0.025*""key"" + 0.025*""background"" + 0.021*""record"" + 0.016*""customize"" + 0.015*""use"" + 0.015*""create"" + 0.013*""apply"" + 0.012*""area"" + 0.011*""slideshow"" + 0.008*""genomics"" + 0.008*""bloom_filter"" + 0.007*""encrypt"" + 0.007*""rb"" + 0.007*""accessible""')"
"(2, '0.170*""easy"" + 0.165*""make"" + 0.071*""use"" + 0.065*""flexible"" + 0.052*""modern"" + 0.047*""objective_c"" + 0.046*""powerful"" + 0.036*""responsive"" + 0.035*""simple"" + 0.028*""way"" + 0.026*""machine"" + 0.025*""release"" + 0.024*""library"" + 0.022*""fully"" + 0.019*""great"" + 0.015*""start"" + 0.010*""two"" + 0.010*""renderer"" + 0.010*""wrapper_around"" + 0.010*""currently""')"
"(3, '0.366*""web"" + 0.079*""mobile"" + 0.068*""software"" + 0.051*""solution"" + 0.046*""desktop"" + 0.034*""curated_list_awesome"" + 0.032*""live"" + 0.029*""app"" + 0.028*""filter"" + 0.027*""notification"" + 0.025*""front_end"" + 0.025*""base"" + 0.022*""edit"" + 0.019*""gradle"" + 0.015*""keep"" + 0.015*""instagram"" + 0.011*""library"" + 0.010*""copy"" + 0.009*""simple"" + 0.008*""tool""')"
"(4, '0.159*""theme"" + 0.156*""page"" + 0.113*""website"" + 0.066*""cli"" + 0.054*""create"" + 0.047*""menu"" + 0.042*""slide"" + 0.041*""jekyll"" + 0.030*""simple"" + 0.030*""follow"" + 0.027*""directory"" + 0.024*""faster"" + 0.022*""base"" + 0.021*""tile"" + 0.020*""across"" + 0.017*""another"" + 0.017*""microservices"" + 0.014*""v3"" + 0.012*""event_driven"" + 0.011*""legacy""')"
"(5, '0.253*""android"" + 0.141*""app"" + 0.101*""example"" + 0.069*""building"" + 0.059*""device"" + 0.049*""toolkit"" + 0.048*""use"" + 0.048*""library"" + 0.030*""command"" + 0.026*""minimal"" + 0.022*""performance"" + 0.022*""need"" + 0.018*""domain"" + 0.016*""specification"" + 0.013*""name"" + 0.011*""capability"" + 0.010*""create"" + 0.008*""nice"" + 0.008*""external"" + 0.007*""low""')"
"(6, '0.187*""interface"" + 0.148*""lightweight"" + 0.082*""distribute"" + 0.044*""storage"" + 0.043*""cross"" + 0.042*""pattern"" + 0.037*""table"" + 0.035*""hash"" + 0.034*""clone"" + 0.026*""deployment"" + 0.022*""twitter_bootstrap"" + 0.022*""library"" + 0.018*""speed"" + 0.018*""simple"" + 0.017*""persistent"" + 0.017*""robot"" + 0.015*""mock"" + 0.015*""pretty"" + 0.015*""property"" + 0.015*""ajax""')"
"(7, '0.116*""configuration"" + 0.061*""dashboard"" + 0.059*""elixir"" + 0.054*""es6"" + 0.051*""progress"" + 0.047*""ai"" + 0.046*""exploit"" + 0.040*""neural_network"" + 0.038*""orm"" + 0.029*""unofficial"" + 0.028*""use"" + 0.026*""result"" + 0.025*""channel"" + 0.021*""zsh"" + 0.021*""enterprise"" + 0.020*""reactjs"" + 0.017*""role"" + 0.017*""classification"" + 0.017*""base"" + 0.017*""time_series""')"
"(8, '0.144*""design"" + 0.105*""object"" + 0.079*""type"" + 0.072*""show"" + 0.063*""load"" + 0.062*""cross_platform"" + 0.056*""sql"" + 0.044*""focus"" + 0.038*""express"" + 0.034*""password"" + 0.029*""spring"" + 0.019*""support"" + 0.019*""best_practice"" + 0.019*""use"" + 0.018*""hbase"" + 0.018*""operation"" + 0.017*""parallel"" + 0.016*""production"" + 0.014*""gpl"" + 0.012*""v8""')"
"(9, '0.277*""source"" + 0.210*""open"" + 0.130*""fast"" + 0.062*""new"" + 0.037*""color"" + 0.033*""full"" + 0.024*""world"" + 0.024*""functionality"" + 0.020*""free"" + 0.016*""promise"" + 0.014*""tool"" + 0.012*""place"" + 0.012*""library"" + 0.012*""profile"" + 0.012*""enhance"" + 0.011*""manipulation"" + 0.009*""consistent"" + 0.008*""case"" + 0.008*""software"" + 0.008*""convenience""')"
