"(0, '0.180*""plugin"" + 0.110*""system"" + 0.090*""jquery"" + 0.053*""management"" + 0.045*""content"" + 0.032*""angular"" + 0.030*""search"" + 0.024*""automatically"" + 0.023*""full"" + 0.020*""mongodb"" + 0.018*""helper"" + 0.016*""file"" + 0.016*""socket"" + 0.013*""typescript"" + 0.012*""gradle"" + 0.012*""sketch"" + 0.011*""base"" + 0.011*""definition"" + 0.010*""babel"" + 0.010*""report""')"
"(1, '0.175*""source"" + 0.133*""open"" + 0.059*""platform"" + 0.053*""network"" + 0.033*""type"" + 0.031*""tensorflow"" + 0.031*""map"" + 0.028*""solution"" + 0.026*""implementation"" + 0.024*""data"" + 0.022*""repo"" + 0.022*""driver"" + 0.020*""analytics"" + 0.017*""mysql"" + 0.015*""world"" + 0.014*""base"" + 0.012*""turn"" + 0.012*""kera"" + 0.011*""exploit"" + 0.011*""universal""')"
"(2, '0.143*""support"" + 0.097*""php"" + 0.071*""provide"" + 0.063*""browser"" + 0.040*""vim"" + 0.029*""protocol"" + 0.028*""access"" + 0.028*""well"" + 0.027*""library"" + 0.025*""simple"" + 0.023*""nodejs"" + 0.022*""request"" + 0.021*""authentication"" + 0.021*""angularjs"" + 0.018*""complete"" + 0.017*""efficient"" + 0.016*""community"" + 0.014*""implementation"" + 0.014*""integrate"" + 0.013*""lua""')"
"(3, '0.095*""java"" + 0.085*""swift"" + 0.072*""write"" + 0.062*""class"" + 0.036*""bootstrap"" + 0.035*""library"" + 0.029*""handle"" + 0.029*""parse"" + 0.028*""high_performance"" + 0.027*""let"" + 0.026*""memory"" + 0.025*""string"" + 0.022*""allow"" + 0.021*""number"" + 0.021*""monitoring"" + 0.021*""hash"" + 0.018*""io"" + 0.018*""file"" + 0.017*""realtime"" + 0.015*""data""')"
"(4, '0.139*""image"" + 0.069*""theme"" + 0.053*""docker"" + 0.048*""page"" + 0.048*""small"" + 0.043*""manager"" + 0.036*""configuration"" + 0.033*""twitter"" + 0.028*""processing"" + 0.023*""deep_learn"" + 0.021*""bot"" + 0.020*""haskell"" + 0.019*""use"" + 0.018*""secure"" + 0.018*""slide"" + 0.018*""email"" + 0.018*""jekyll"" + 0.015*""reactive"" + 0.015*""ready"" + 0.015*""course""')"
"(5, '0.102*""collection"" + 0.057*""official"" + 0.053*""resource"" + 0.049*""animation"" + 0.039*""objective_c"" + 0.035*""load"" + 0.034*""useful"" + 0.034*""change"" + 0.030*""track"" + 0.028*""link"" + 0.025*""tag"" + 0.025*""work"" + 0.023*""static"" + 0.022*""action"" + 0.021*""repository"" + 0.021*""wordpress"" + 0.017*""screen"" + 0.016*""progress"" + 0.015*""please"" + 0.015*""admin""')"
"(6, '0.085*""fast"" + 0.083*""easy"" + 0.062*""cs"" + 0.052*""use"" + 0.048*""way"" + 0.047*""custom"" + 0.041*""manage"" + 0.030*""algorithm"" + 0.024*""responsive"" + 0.022*""design"" + 0.021*""library"" + 0.021*""simple"" + 0.019*""cross"" + 0.019*""scroll"" + 0.018*""clojure"" + 0.018*""lightweight"" + 0.017*""provider"" + 0.017*""find"" + 0.017*""need"" + 0.015*""raspberry_pi""')"
"(7, '0.079*""template"" + 0.078*""extension"" + 0.063*""engine"" + 0.052*""mobile"" + 0.044*""one"" + 0.035*""markdown"" + 0.031*""cross_platform"" + 0.030*""desktop"" + 0.026*""chrome"" + 0.025*""store"" + 0.024*""html"" + 0.024*""blog"" + 0.023*""play"" + 0.021*""line"" + 0.019*""use"" + 0.019*""application"" + 0.017*""embed"" + 0.017*""experiment"" + 0.016*""web"" + 0.015*""compile""')"
"(8, '0.203*""project"" + 0.067*""building"" + 0.058*""device"" + 0.052*""allows"" + 0.036*""parser"" + 0.035*""task"" + 0.033*""multi"" + 0.027*""use"" + 0.023*""iphone"" + 0.022*""performance"" + 0.022*""express"" + 0.021*""release"" + 0.019*""io"" + 0.018*""application"" + 0.017*""chat"" + 0.017*""middleware"" + 0.017*""card"" + 0.016*""connect"" + 0.016*""series"" + 0.016*""ai""')"
"(9, '0.132*""api"" + 0.122*""python"" + 0.093*""c"" + 0.082*""client"" + 0.061*""library"" + 0.043*""implementation"" + 0.039*""database"" + 0.023*""golang"" + 0.022*""rest"" + 0.022*""lightweight"" + 0.019*""write"" + 0.018*""sql"" + 0.015*""use"" + 0.014*""experimental"" + 0.013*""simple"" + 0.012*""move"" + 0.011*""replacement"" + 0.011*""asynchronous"" + 0.011*""base"" + 0.011*""adapter""')"
"(10, '0.111*""package"" + 0.065*""flexible"" + 0.052*""modern"" + 0.046*""powerful"" + 0.039*""layout"" + 0.038*""r"" + 0.032*""visualization"" + 0.028*""local"" + 0.028*""dynamic"" + 0.027*""include"" + 0.026*""debug"" + 0.026*""data"" + 0.019*""auto"" + 0.019*""go"" + 0.018*""order"" + 0.017*""meteor"" + 0.017*""visualize"" + 0.016*""enables"" + 0.015*""unix"" + 0.014*""detector""')"
"(11, '0.060*""video"" + 0.052*""core"" + 0.050*""library"" + 0.046*""stream"" + 0.037*""single"" + 0.030*""common"" + 0.028*""real_time"" + 0.028*""compiler"" + 0.027*""curated_list_awesome"" + 0.026*""input"" + 0.026*""binary"" + 0.023*""starter"" + 0.023*""friendly"" + 0.022*""functionality"" + 0.020*""syntax"" + 0.018*""require"" + 0.018*""camera"" + 0.018*""file"" + 0.017*""error"" + 0.016*""arduino""')"
"(12, '0.087*""interface"" + 0.087*""language"" + 0.084*""program"" + 0.076*""script"" + 0.061*""user"" + 0.053*""list"" + 0.038*""tutorial"" + 0.029*""python"" + 0.028*""machine_learn"" + 0.021*""shell"" + 0.018*""functional"" + 0.016*""use"" + 0.013*""youtube"" + 0.013*""command_line"" + 0.012*""run"" + 0.012*""monitor"" + 0.011*""standalone"" + 0.011*""scale"" + 0.011*""rout"" + 0.010*""ssh""')"
"(13, '0.118*""ruby"" + 0.058*""developer"" + 0.053*""implement"" + 0.049*""django"" + 0.039*""format"" + 0.031*""file"" + 0.026*""automate"" + 0.025*""information"" + 0.024*""read"" + 0.023*""library"" + 0.023*""detection"" + 0.022*""contains"" + 0.022*""different"" + 0.021*""graphic"" + 0.021*""xml"" + 0.021*""give"" + 0.019*""icon"" + 0.018*""use"" + 0.018*""visual"" + 0.016*""select""')"
"(14, '0.112*""app"" + 0.102*""create"" + 0.093*""like"" + 0.032*""rust"" + 0.026*""container"" + 0.026*""site"" + 0.022*""x"" + 0.022*""cli"" + 0.021*""io"" + 0.021*""paper"" + 0.020*""animate"" + 0.018*""quickly"" + 0.016*""mirror_apache"" + 0.016*""architecture"" + 0.016*""web"" + 0.015*""filter"" + 0.015*""block"" + 0.015*""backend"" + 0.015*""bundle"" + 0.014*""enable""')"
"(15, '0.160*""framework"" + 0.096*""web"" + 0.085*""react"" + 0.065*""component"" + 0.061*""go"" + 0.052*""test"" + 0.049*""application"" + 0.040*""native"" + 0.038*""ui"" + 0.029*""base"" + 0.023*""laravel"" + 0.021*""render"" + 0.015*""use"" + 0.015*""write"" + 0.012*""material"" + 0.011*""library"" + 0.011*""basic"" + 0.011*""simple"" + 0.011*""layer"" + 0.011*""development""')"
"(16, '0.133*""http"" + 0.092*""github"" + 0.084*""repository"" + 0.084*""com"" + 0.055*""git"" + 0.037*""vue"" + 0.035*""command_line"" + 0.032*""display"" + 0.025*""port"" + 0.020*""focus"" + 0.019*""storage"" + 0.018*""mirror"" + 0.017*""beautiful"" + 0.016*""fork"" + 0.012*""io"" + 0.011*""viewer"" + 0.010*""zero"" + 0.010*""spark"" + 0.010*""output"" + 0.010*""ide""')"
"(17, '0.094*""example"" + 0.063*""set"" + 0.046*""generator"" + 0.046*""use"" + 0.044*""documentation"" + 0.043*""time"" + 0.038*""integration"" + 0.035*""share"" + 0.033*""get"" + 0.032*""scala"" + 0.025*""proxy"" + 0.022*""pattern"" + 0.022*""method"" + 0.019*""dashboard"" + 0.018*""svg"" + 0.018*""macos"" + 0.017*""pdf"" + 0.016*""restful"" + 0.015*""setup"" + 0.015*""spring""')"
"(18, '0.177*""android"" + 0.067*""data"" + 0.064*""google"" + 0.046*""development"" + 0.039*""app"" + 0.037*""library"" + 0.035*""demo"" + 0.028*""environment"" + 0.026*""without"" + 0.021*""command"" + 0.020*""use"" + 0.019*""structure"" + 0.019*""tree"" + 0.015*""generic"" + 0.015*""material_design"" + 0.014*""io"" + 0.014*""application"" + 0.013*""plugins"" + 0.012*""tab"" + 0.012*""extensible""')"
"(19, '0.300*""code"" + 0.051*""distribute"" + 0.051*""book"" + 0.040*""interactive"" + 0.036*""guide"" + 0.036*""apis"" + 0.030*""advanced"" + 0.024*""social"" + 0.024*""deprecate"" + 0.023*""www"" + 0.021*""front_end"" + 0.021*""font"" + 0.015*""hack"" + 0.014*""deep"" + 0.012*""use"" + 0.012*""write"" + 0.011*""license"" + 0.010*""operating_system"" + 0.010*""f"" + 0.009*""dialog""')"
"(20, '0.107*""make"" + 0.074*""view"" + 0.066*""io"" + 0.047*""control"" + 0.046*""learn"" + 0.035*""html5"" + 0.032*""awesome"" + 0.031*""inspire"" + 0.031*""top"" + 0.029*""easy"" + 0.028*""form"" + 0.026*""add"" + 0.026*""mac"" + 0.023*""controller"" + 0.021*""emacs"" + 0.018*""live"" + 0.016*""menu"" + 0.016*""player"" + 0.016*""simple"" + 0.015*""notification""')"
"(21, '0.101*""rail"" + 0.065*""website"" + 0.062*""easily"" + 0.056*""function"" + 0.041*""etc"" + 0.033*""cache"" + 0.031*""dependency"" + 0.031*""download"" + 0.031*""check"" + 0.027*""ruby"" + 0.021*""validation"" + 0.019*""simple"" + 0.019*""alternative"" + 0.017*""drop"" + 0.015*""fun"" + 0.015*""apache"" + 0.014*""maintain"" + 0.013*""use"" + 0.012*""macro"" + 0.012*""perform""')"
"(22, '0.056*""toolkit"" + 0.047*""show"" + 0.041*""tiny"" + 0.039*""redux"" + 0.036*""compatible"" + 0.036*""webpack"" + 0.034*""react"" + 0.031*""boilerplate"" + 0.030*""multiple"" + 0.029*""router"" + 0.028*""kubernetes"" + 0.024*""microsoft"" + 0.023*""elixir"" + 0.022*""fully"" + 0.021*""es6"" + 0.021*""deploy"" + 0.017*""best"" + 0.016*""collect"" + 0.015*""start"" + 0.014*""little""')"
"(23, '0.236*""j"" + 0.146*""node"" + 0.075*""built"" + 0.031*""security"" + 0.026*""cm"" + 0.022*""us"" + 0.021*""generation"" + 0.020*""simple"" + 0.020*""browser"" + 0.020*""customizable"" + 0.017*""clone"" + 0.016*""gui"" + 0.014*""widget"" + 0.013*""asset"" + 0.013*""mvc"" + 0.013*""application"" + 0.012*""library"" + 0.012*""neural_network"" + 0.010*""creation"" + 0.009*""module""')"
"(24, '0.065*""window"" + 0.058*""text"" + 0.057*""version"" + 0.056*""sample"" + 0.052*""json"" + 0.051*""linux"" + 0.047*""object"" + 0.045*""wrapper"" + 0.039*""utility"" + 0.038*""editor"" + 0.032*""sdk"" + 0.029*""model"" + 0.028*""graph"" + 0.027*""various"" + 0.025*""convert"" + 0.023*""update"" + 0.022*""message"" + 0.017*""automatic"" + 0.016*""o_x"" + 0.016*""thing""')"
