"(0, '0.250*""write"" + 0.087*""command_line"" + 0.059*""display"" + 0.050*""analysis"" + 0.050*""via"" + 0.048*""message"" + 0.036*""state"" + 0.034*""live"" + 0.032*""find"" + 0.028*""icon"" + 0.023*""auto"" + 0.022*""order"" + 0.020*""monitor"" + 0.019*""slack"" + 0.018*""library"" + 0.016*""part"" + 0.015*""hbase"" + 0.014*""portable"" + 0.013*""general_purpose"" + 0.012*""another""')"
"(1, '0.089*""resource"" + 0.083*""html5"" + 0.080*""one"" + 0.079*""utility"" + 0.067*""inspire"" + 0.059*""interactive"" + 0.052*""side"" + 0.049*""webpack"" + 0.036*""debug"" + 0.035*""xml"" + 0.032*""svg"" + 0.030*""compute"" + 0.028*""loader"" + 0.026*""specification"" + 0.021*""library"" + 0.021*""simplify"" + 0.019*""ethereum"" + 0.017*""push"" + 0.014*""mock"" + 0.010*""commit""')"
"(2, '0.269*""code"" + 0.131*""data"" + 0.127*""repository"" + 0.056*""video"" + 0.052*""website"" + 0.043*""stream"" + 0.036*""audio"" + 0.032*""apis"" + 0.027*""structure"" + 0.027*""advanced"" + 0.024*""aws"" + 0.024*""pattern"" + 0.017*""main"" + 0.017*""quick"" + 0.016*""connect"" + 0.016*""optimize"" + 0.011*""keep"" + 0.009*""serverless"" + 0.008*""consistent"" + 0.007*""ultimate""')"
"(3, '0.270*""server"" + 0.110*""network"" + 0.092*""object"" + 0.052*""support"" + 0.036*""unity"" + 0.031*""play"" + 0.025*""save"" + 0.022*""console"" + 0.020*""ease"" + 0.020*""use"" + 0.018*""extend"" + 0.018*""kera"" + 0.016*""plug"" + 0.015*""base"" + 0.014*""swipe"" + 0.014*""delete"" + 0.012*""convolutional_neural_network"" + 0.012*""registry"" + 0.011*""offline"" + 0.011*""area""')"
"(4, '0.253*""c"" + 0.126*""design"" + 0.080*""library"" + 0.049*""color"" + 0.048*""x"" + 0.048*""controller"" + 0.033*""helper"" + 0.023*""background"" + 0.022*""super"" + 0.022*""follow"" + 0.020*""light"" + 0.018*""config"" + 0.016*""use"" + 0.014*""manipulation"" + 0.012*""mimic"" + 0.011*""support"" + 0.011*""base"" + 0.010*""leverage"" + 0.010*""guideline"" + 0.008*""cqrs""')"
"(5, '0.137*""list"" + 0.093*""rust"" + 0.073*""get"" + 0.061*""processing"" + 0.049*""action"" + 0.038*""screen"" + 0.037*""builder"" + 0.037*""stack"" + 0.035*""card"" + 0.032*""publish"" + 0.032*""exploit"" + 0.032*""library"" + 0.031*""micro"" + 0.027*""computer"" + 0.026*""lib"" + 0.025*""statistic"" + 0.022*""use"" + 0.016*""define"" + 0.014*""present"" + 0.014*""history""')"
"(6, '0.175*""browser"" + 0.114*""building"" + 0.041*""base"" + 0.041*""cross"" + 0.037*""performance"" + 0.034*""monitoring"" + 0.031*""adapter"" + 0.030*""javascript"" + 0.029*""realtime"" + 0.027*""look"" + 0.026*""size"" + 0.023*""hack"" + 0.021*""twitter_bootstrap"" + 0.021*""application"" + 0.020*""technology"" + 0.020*""detector"" + 0.019*""next"" + 0.019*""backbone"" + 0.017*""usage"" + 0.016*""knowledge""')"
"(7, '0.335*""framework"" + 0.209*""project"" + 0.059*""official"" + 0.051*""small"" + 0.029*""update"" + 0.027*""base"" + 0.025*""use"" + 0.023*""bot"" + 0.022*""architecture"" + 0.022*""menu"" + 0.018*""boilerplate"" + 0.018*""application"" + 0.017*""edit"" + 0.016*""spring"" + 0.016*""aim"" + 0.012*""eclipse"" + 0.012*""original"" + 0.008*""bar"" + 0.007*""clojurescript"" + 0.007*""enterprise""')"
"(8, '0.317*""python"" + 0.116*""module"" + 0.091*""version"" + 0.047*""library"" + 0.039*""compatible"" + 0.035*""full"" + 0.030*""detection"" + 0.029*""automatically"" + 0.024*""socket"" + 0.022*""use"" + 0.021*""youtube"" + 0.019*""electron"" + 0.018*""bug"" + 0.016*""firmware"" + 0.014*""faster"" + 0.014*""feature"" + 0.012*""keyboard"" + 0.011*""light_weight"" + 0.011*""brings"" + 0.010*""channel""')"
"(9, '0.269*""http"" + 0.150*""github"" + 0.137*""com"" + 0.061*""laravel"" + 0.031*""router"" + 0.030*""issue"" + 0.027*""move"" + 0.026*""fork"" + 0.026*""www"" + 0.022*""flash"" + 0.018*""enables"" + 0.013*""info"" + 0.012*""attribute"" + 0.012*""polyfill"" + 0.011*""explore"" + 0.011*""interest"" + 0.010*""see"" + 0.010*""modify"" + 0.010*""combine"" + 0.009*""caffe""')"
"(10, '0.327*""android"" + 0.122*""provide"" + 0.060*""library"" + 0.047*""repo"" + 0.046*""security"" + 0.044*""layout"" + 0.026*""notification"" + 0.022*""turn"" + 0.020*""application"" + 0.016*""article"" + 0.016*""support"" + 0.016*""personal"" + 0.014*""word"" + 0.014*""archive"" + 0.013*""master"" + 0.013*""neural"" + 0.012*""author"" + 0.011*""base"" + 0.009*""wechat"" + 0.009*""meta""')"
"(11, '0.173*""rail"" + 0.110*""help"" + 0.080*""solution"" + 0.080*""pure"" + 0.053*""deprecate"" + 0.044*""material_design"" + 0.030*""viewer"" + 0.030*""switch"" + 0.025*""sas"" + 0.023*""css3"" + 0.022*""inside"" + 0.020*""javascript"" + 0.017*""prototype"" + 0.015*""base"" + 0.015*""gallery"" + 0.014*""grunt_task"" + 0.013*""playground"" + 0.013*""modal"" + 0.012*""authorization"" + 0.012*""news""')"
"(12, '0.333*""io"" + 0.114*""swift"" + 0.074*""content"" + 0.049*""useful"" + 0.038*""request"" + 0.030*""need"" + 0.029*""filter"" + 0.026*""related"" + 0.022*""library"" + 0.022*""error"" + 0.021*""developed"" + 0.020*""dsl"" + 0.019*""use"" + 0.016*""capability"" + 0.013*""sqlite"" + 0.013*""attack"" + 0.013*""import"" + 0.012*""ffmpeg"" + 0.012*""activerecord"" + 0.010*""s3""')"
"(13, '0.307*""tool"" + 0.085*""database"" + 0.067*""manage"" + 0.058*""distribute"" + 0.050*""vim"" + 0.028*""mysql"" + 0.028*""haskell"" + 0.025*""back"" + 0.025*""hash"" + 0.024*""curated_list"" + 0.023*""es6"" + 0.022*""deploy"" + 0.019*""sublime_text"" + 0.018*""elasticsearch"" + 0.016*""completion"" + 0.015*""apache"" + 0.015*""group"" + 0.014*""base"" + 0.012*""data"" + 0.012*""lisp""')"
"(14, '0.117*""script"" + 0.112*""development"" + 0.106*""build"" + 0.084*""set"" + 0.079*""game"" + 0.076*""learn"" + 0.057*""manager"" + 0.050*""environment"" + 0.044*""cross_platform"" + 0.035*""handle"" + 0.035*""visualization"" + 0.026*""block"" + 0.023*""use"" + 0.015*""webgl"" + 0.015*""fun"" + 0.015*""skeleton"" + 0.014*""draw"" + 0.012*""tile"" + 0.012*""osx"" + 0.011*""converter""')"
"(15, '0.353*""plugin"" + 0.176*""jquery"" + 0.046*""parse"" + 0.040*""check"" + 0.033*""table"" + 0.030*""syntax"" + 0.027*""javascript"" + 0.024*""extract"" + 0.021*""spark"" + 0.019*""babel"" + 0.019*""cod"" + 0.017*""vim"" + 0.016*""macro"" + 0.015*""f"" + 0.014*""panel"" + 0.013*""use"" + 0.010*""analyze"" + 0.009*""maintainable"" + 0.009*""color_scheme"" + 0.009*""range""')"
"(16, '0.288*""web"" + 0.141*""component"" + 0.064*""application"" + 0.062*""mobile"" + 0.043*""redis"" + 0.042*""powerful"" + 0.038*""well"" + 0.035*""guide"" + 0.033*""sql"" + 0.027*""information"" + 0.024*""customizable"" + 0.017*""workflow"" + 0.014*""use"" + 0.013*""unix"" + 0.012*""experience"" + 0.011*""profile"" + 0.011*""communication"" + 0.009*""improve"" + 0.009*""ajax"" + 0.009*""jvm""')"
"(17, '0.124*""template"" + 0.112*""cs"" + 0.100*""text"" + 0.092*""html"" + 0.056*""markdown"" + 0.051*""site"" + 0.040*""document"" + 0.038*""animate"" + 0.037*""compiler"" + 0.034*""mongodb"" + 0.033*""generation"" + 0.028*""javascript"" + 0.028*""dashboard"" + 0.023*""reader"" + 0.020*""rule"" + 0.018*""level"" + 0.016*""creates"" + 0.015*""base"" + 0.014*""bitcoin"" + 0.013*""analyzer""')"
"(18, '0.102*""parser"" + 0.095*""scala"" + 0.050*""tab"" + 0.047*""validation"" + 0.046*""great"" + 0.042*""doc"" + 0.040*""sketch"" + 0.032*""match"" + 0.032*""export"" + 0.031*""ember"" + 0.028*""perform"" + 0.026*""library"" + 0.023*""data"" + 0.021*""semantic"" + 0.021*""replace"" + 0.020*""mod"" + 0.020*""explorer"" + 0.017*""scratch"" + 0.017*""agnostic"" + 0.016*""javascript""')"
"(19, '0.222*""image"" + 0.141*""package"" + 0.072*""core"" + 0.054*""search"" + 0.050*""standard"" + 0.037*""storage"" + 0.034*""data"" + 0.028*""public"" + 0.024*""course"" + 0.022*""async"" + 0.021*""path"" + 0.021*""kotlin"" + 0.021*""popular"" + 0.017*""rich"" + 0.016*""activity"" + 0.016*""use"" + 0.015*""contain"" + 0.015*""resize"" + 0.015*""science"" + 0.015*""large""')"
"(20, '0.284*""simple"" + 0.078*""lightweight"" + 0.067*""page"" + 0.047*""django"" + 0.037*""way"" + 0.034*""access"" + 0.032*""mac"" + 0.032*""single"" + 0.029*""cli"" + 0.027*""nodejs"" + 0.021*""machine"" + 0.021*""use"" + 0.018*""password"" + 0.018*""front_end"" + 0.017*""application"" + 0.016*""library"" + 0.015*""setup"" + 0.014*""smart"" + 0.014*""base"" + 0.012*""rout""')"
"(21, '0.152*""easy"" + 0.147*""make"" + 0.097*""java"" + 0.084*""net"" + 0.078*""use"" + 0.046*""library"" + 0.043*""sdk"" + 0.036*""graph"" + 0.033*""graphql"" + 0.029*""blog"" + 0.029*""desktop"" + 0.026*""curated_list_awesome"" + 0.026*""deep_learn"" + 0.024*""way"" + 0.020*""thing"" + 0.018*""please"" + 0.013*""application"" + 0.009*""erlang"" + 0.008*""minute"" + 0.008*""autocomplete""')"
"(22, '0.174*""create"" + 0.121*""view"" + 0.083*""add"" + 0.074*""class"" + 0.061*""javascript"" + 0.060*""easily"" + 0.041*""machine_learn"" + 0.039*""facebook"" + 0.038*""effect"" + 0.034*""library"" + 0.029*""dynamic"" + 0.026*""grid"" + 0.026*""runtime"" + 0.026*""use"" + 0.017*""header"" + 0.015*""support"" + 0.010*""pipeline"" + 0.010*""nice"" + 0.009*""apply"" + 0.009*""firefox""')"
"(23, '0.126*""language"" + 0.125*""collection"" + 0.122*""program"" + 0.083*""model"" + 0.067*""docker"" + 0.051*""awesome"" + 0.034*""tensorflow"" + 0.034*""common"" + 0.026*""functional"" + 0.026*""generic"" + 0.026*""beautiful"" + 0.025*""community"" + 0.021*""field"" + 0.018*""mvc"" + 0.016*""neural_network"" + 0.014*""snippet"" + 0.013*""agent"" + 0.012*""operation"" + 0.010*""renderer"" + 0.010*""library""')"
"(24, '0.169*""test"" + 0.128*""user"" + 0.072*""book"" + 0.055*""load"" + 0.048*""proxy"" + 0.042*""chart"" + 0.041*""authentication"" + 0.038*""read"" + 0.033*""friendly"" + 0.022*""also"" + 0.021*""scale"" + 0.019*""report"" + 0.018*""flow"" + 0.012*""plot"" + 0.012*""dialog"" + 0.011*""question"" + 0.011*""technique"" + 0.011*""support"" + 0.010*""unit"" + 0.009*""schedule""')"
"(25, '0.183*""google"" + 0.164*""service"" + 0.103*""developer"" + 0.071*""cloud"" + 0.061*""change"" + 0.047*""analytics"" + 0.043*""quickly"" + 0.040*""process"" + 0.028*""series"" + 0.015*""life"" + 0.015*""status"" + 0.013*""token"" + 0.012*""esp8266"" + 0.012*""application"" + 0.012*""bring"" + 0.011*""drag"" + 0.010*""discovery"" + 0.010*""movie"" + 0.010*""use"" + 0.010*""yii""')"
