"(0, '0.545*""application"" + 0.069*""processing"" + 0.062*""real_time"" + 0.052*""machine"" + 0.049*""similar"" + 0.035*""universal"" + 0.035*""use"" + 0.033*""rule"" + 0.025*""agent"" + 0.015*""execute"" + 0.011*""exchange"" + 0.011*""others"" + 0.009*""notice"" + 0.009*""compose"" + 0.008*""payment"" + 0.007*""ad"" + 0.006*""serialize"" + 0.004*""qq"" + 0.002*""nexus"" + 0.002*""post_exploitation""')"
"(1, '0.194*""lightweight"" + 0.186*""net"" + 0.092*""powerful"" + 0.079*""scala"" + 0.068*""library"" + 0.060*""minimal"" + 0.045*""clone"" + 0.042*""syntax"" + 0.037*""auto"" + 0.035*""alternative"" + 0.032*""drop"" + 0.024*""use"" + 0.017*""s3"" + 0.012*""expressive"" + 0.012*""runner"" + 0.008*""grpc"" + 0.007*""ci"" + 0.007*""constraint"" + 0.007*""amazon_s3"" + 0.007*""simulates""')"
"(2, '0.313*""implementation"" + 0.213*""system"" + 0.108*""set"" + 0.071*""function"" + 0.055*""standard"" + 0.034*""friendly"" + 0.034*""grid"" + 0.031*""related"" + 0.027*""lua"" + 0.024*""developed"" + 0.024*""library"" + 0.020*""distribution"" + 0.014*""human"" + 0.009*""offer"" + 0.004*""canonical"" + 0.004*""ie"" + 0.002*""metasploit"" + 0.002*""voip"" + 0.002*""pen"" + 0.002*""revision""')"
"(3, '0.215*""tutorial"" + 0.174*""solution"" + 0.079*""call"" + 0.069*""day"" + 0.064*""popular"" + 0.047*""contain"" + 0.045*""bitcoin"" + 0.040*""picker"" + 0.040*""possible"" + 0.039*""annotation"" + 0.030*""detail"" + 0.029*""backup"" + 0.025*""intend"" + 0.018*""mapkit"" + 0.018*""accessible"" + 0.016*""sm"" + 0.011*""uicollectionview"" + 0.006*""relevant"" + 0.006*""imap"" + 0.005*""hg""')"
"(4, '0.388*""data"" + 0.206*""repository"" + 0.082*""stream"" + 0.074*""algorithm"" + 0.051*""advanced"" + 0.046*""material"" + 0.040*""efficient"" + 0.036*""public"" + 0.030*""course"" + 0.019*""science"" + 0.008*""bloom_filter"" + 0.007*""de"" + 0.003*""coursera"" + 0.001*""approximate"" + 0.001*""specialization"" + 0.000*""base"" + 0.000*""scale"" + 0.000*""ignore"" + 0.000*""uuids"" + 0.000*""recycle""')"
"(5, '0.234*""device"" + 0.143*""useful"" + 0.058*""deployment"" + 0.057*""elegant"" + 0.056*""hack"" + 0.050*""unix"" + 0.048*""fun"" + 0.044*""stuff"" + 0.039*""attribute"" + 0.033*""ajax"" + 0.030*""firebase"" + 0.026*""eventmachine"" + 0.026*""grunt_task"" + 0.021*""library"" + 0.016*""use"" + 0.015*""simply"" + 0.014*""painless"" + 0.013*""replay"" + 0.011*""productivity"" + 0.010*""snapshot""')"
"(6, '0.365*""script"" + 0.122*""compatible"" + 0.121*""x"" + 0.110*""parse"" + 0.041*""presentation"" + 0.035*""use"" + 0.034*""two"" + 0.029*""dev"" + 0.028*""recyclerview"" + 0.020*""listview"" + 0.014*""completely"" + 0.013*""may"" + 0.013*""variant"" + 0.011*""especially"" + 0.008*""scrollview"" + 0.007*""amazon_echo"" + 0.005*""bounce"" + 0.005*""onedrive"" + 0.003*""accepts"" + 0.001*""uiviews""')"
"(7, '0.246*""page"" + 0.245*""version"" + 0.118*""single"" + 0.090*""tree"" + 0.070*""fork"" + 0.065*""front_end"" + 0.049*""current"" + 0.037*""patch"" + 0.036*""inside"" + 0.008*""use"" + 0.007*""spa"" + 0.006*""library"" + 0.004*""scientist"" + 0.004*""kid"" + 0.000*""application"" + 0.000*""apps"" + 0.000*""java"" + 0.000*""run"" + 0.000*""android"" + 0.000*""google""')"
"(8, '0.256*""demo"" + 0.108*""runtime"" + 0.078*""foundation"" + 0.073*""gradle"" + 0.058*""keep"" + 0.048*""mac_o_x"" + 0.044*""life"" + 0.043*""watch"" + 0.037*""exist"" + 0.035*""caffe"" + 0.030*""attempt"" + 0.029*""studio"" + 0.027*""profiler"" + 0.021*""handy"" + 0.020*""use"" + 0.016*""endpoint"" + 0.016*""p"" + 0.016*""anywhere"" + 0.012*""summarization"" + 0.005*""repeatable""')"
"(9, '0.186*""database"" + 0.152*""flexible"" + 0.133*""generator"" + 0.131*""editor"" + 0.090*""multi"" + 0.086*""graphql"" + 0.061*""deprecate"" + 0.053*""elixir"" + 0.023*""result"" + 0.018*""drive"" + 0.014*""expression"" + 0.009*""bluetooth"" + 0.008*""asyncio"" + 0.006*""evaluation"" + 0.006*""synchronization"" + 0.005*""bus"" + 0.003*""vehicle"" + 0.002*""brand"" + 0.002*""assert"" + 0.001*""interfacing""')"
